facility_name,address,city,state,zip,county,lat,long,fractracker_status,purpose,operator_name,tenant,mw_capacity,size_rank,power_source,dedicated_power_plant,number_of_generators,number_of_buildings,cooling_source,cooling_type,facility_size_sqft,property_size_acres,project_cost,expected_date_online,community_pushback,advocacy_information,resistance_status,nda,echo_registry_id,echo_facility_name,echo_facility_street,echo_facility_city,echo_facility_state,echo_naics_codes,echo_sic_codes,AIR_FLAG,NPDES_FLAG,RCRA_FLAG,SDWIS_FLAG,GHG_FLAG,CAA_PERMIT_TYPES,CWA_PERMIT_TYPES,RCRA_PERMIT_TYPES,FAC_ACTIVE_FLAG,FAC_MAJOR_FLAG,echo_distance_miles,match_score,match_name_score,match_addr_score,match_naics_hit,match_sic_hit,matched_naics,matched_sic,echo_dfr_url,match_confidence,n_air_programs,earliest_air_program_begin,latest_air_program_begin,air_program_codes,air_operating_statuses,n_water_permits,earliest_water_orig_issue,earliest_water_issue,latest_water_issue,latest_water_expiration,latest_water_termination,water_permit_types,water_permit_statuses,water_permit_numbers,earliest_known_permit_date,n_llm_events,earliest_llm_event_date,latest_llm_event_date,llm_event_types,timeline_summary,mw_low,mw_high,mw_numeric_mid,process_start_date,process_start_event_type,first_approval_date,first_approval_event_type,first_approval_actor_level,days_to_first_approval,months_to_first_approval,last_event_date,total_observed_days,is_approved,is_terminated,terminal_outcome,is_censored
Brookhaven Logistics Center,1001 Expressway Dr N,Yaphank,NY,11980,Suffolk,40.82991,-72.94618,Proposed,,,,176?,Hyperscale (100-999 MW),,,,,,,,,,,Unknown,,,,110040566893,CAITHNESS LONG ISLAND ENERGY CENTER,TERMINUS OF ZORN BOULEVARD,BROOKHAVEN,NY,221112,4911 4931,Y,Y,N,N,N,Major Emissions,Non-M,,Y,Y,1.1069831470919635,0.834,0.484,0.129,true,true,221112,"4911,4931",http://echo.epa.gov/detailed-facility-report?fid=110040566893,low,8,2017-04-27,2024-10-10,CAAGACTM|CAAAR|CAANSR|CAAPARGDC|CAATVP|CAANSPS|CAACFC|CAASIP,Operating,3,2006-07-20,2006-07-20,2021-06-28,2031-07-31,,SIN,ADC|EFF,NY0271471,2006-07-20,6,2025-07-18,2028,fully_operational|interconnection_request_filed|other|partial_operational|project_announced,2025-07-18(day): project_announced=filed by WF Industrial XII (Wildflower Ltd.); 2025-07-18(day): interconnection_request_filed=filed by WF Industrial XII (Wildflower Ltd.); 2025-07-18(day): other=in_progress by Brookhaven Industrial Development Agency; 2025-07-18(day): other=planned by Brookhaven Town; 2027-01(month): partial_operational=planned by WF Industrial XII (Wildflower Ltd.); 2028(year): fully_operational=planned by WF Industrial XII (Wildflower Ltd.),176.0,176.0,176.0,2025-07-18,project_announced,,,,,,2028-01-01,897,False,False,pending,True
Google Pryor Data Center,4581 Webb St,Lusta,OK,74361,Mayes,36.240967,-95.33059,Operating,,Google,,195-584,Hyperscale (100-999 MW),Grid (unspecified mix),,,,,,,,,,Unknown,,,,110040506119,MYALL LLC/PCO,4581 WEBB ST,PRYOR,OK,518210 221112,7374 4931,Y,Y,Y,N,N,Major Emissions,Non-M,VSQG,Y,Y,0.155226069738682,1.35,0.381,1.0,true,true,"518210,221112","7374,4931",http://echo.epa.gov/detailed-facility-report?fid=110040506119,medium,4,2014-11-12,2016-10-14,CAANSPS|CAATVP|CAASIP|CAAMACT,Operating,3,2015-05-14,2015-05-14,2025-07-10,2030-07-31,,NPD,ADC|EFF,OK0100439,2014-11-12,10,2018-09-14,2026-05-17,construction_started|fully_operational|other|partial_operational,2018-09-14(day): construction_started=n_a by Google; 2019-09-14(day): other=in_progress by Google; 2020-04-16(day): other=in_progress by Google; 2021-03-17(day): other=in_progress by Google; 2024-02-20(day): other=in_progress by Google; 2024-06-14(day): other=in_progress by Google; 2024-07-19(day): partial_operational=n_a by Google; 2025-01-28(day): other=in_progress by Google; 2025-10-19(day): other=in_progress by Google; 2026-05-17(day): fully_operational=planned by Google,195.0,584.0,389.5,2018-09-14,construction_started,,,,,,2026-05-17,2802,False,False,pending,True
Homer City Energy Campus,1750 Power Plant Rd,Homer City,PA,15748,Indiana,40.51395,-79.1967,Approved/Permitted/Under construction,AI,Homer City Redevelopment (with Kiewit as contractor/partner),,4500,"Mega campus (>1,000 MW)",Natural gas,Yes - Homer City Generating Station,,,,,,3200,$10 billion,,Yes,"In December 2025, Clean Air Council, PennFuture, and Sierra Club filed an appeal of the development's permit with the PA Environmental Hearing Board. Learn more at: https://cleanair.org/homer-city-air-permit-appeal/ ",Organized Advocacy,,110000330339,HOMER CITY GEN LP/CENTER TWP,1750 POWER PLANT RD,HOMER CITY,PA,221112 23621,4911 1221,Y,Y,Y,N,Y,Major Emissions,Non-M,"LQG, VSQG",Y,Y,0.22307395079181286,1.35,0.667,1.0,true,true,221112,4911,http://echo.epa.gov/detailed-facility-report?fid=110000330339,high,5,2014-10-19,2024-03-14,CAASIP|CAANSPS|CAAMACT|CAAPSD|CAATVP,Operating,2,1978-03-28,2002-01-29,2007-04-30,2012-04-30,2022-01-14,NPD,TRM|ADC,PA0043648,1978-03-28,8,2023-07-01,2027,air_permit_issued|construction_started|fully_operational|lawsuit_filed|other|project_announced,2023-07-01(day): other=n_a by Homer City Generating Station; 2025-03-22(day): other=n_a by Homer City Redevelopment; 2025-04-02(day): project_announced=n_a by Homer City Redevelopment / Kiewit; 2025-11(month): air_permit_issued=approved by Pennsylvania Department of Environmental Protection; 2025-12(month): lawsuit_filed=filed by Clean Air Council / PennFuture / Sierra Club / Our Children's Trust; 2026(year): other=planned by GE Vernova; 2026-04-01(day): construction_started=n_a by Kiewit / Homer City Redevelopment; 2027(year): fully_operational=planned by Homer City Redevelopment,4500.0,4500.0,4500.0,2023-07-01,other,2025-11-01,air_permit_issued,state,854,28.1,2027-01-01,1280,True,False,approved,False
Breaker Street Associates LLC (aka Catalyst Commercial Dev?) Data Center,off Breaker St,Jessup,PA,18434,Lackawanna,41.47588,-75.5564,Proposed,,Breaker Street Associates LLC,,600,Hyperscale (100-999 MW),,,,6,,,"1,100,000",131,,,Unknown,,,,110001085646,ARCHBALD POWER STA,170 POWER BOULEVARD,ARCHBALD,PA,221112 221121 221118,4911,Y,Y,Y,N,N,Major Emissions,Non-M,VSQG,Y,Y,1.3390186152635422,0.722,0.372,0.3,true,true,"221112,221118",4911,http://echo.epa.gov/detailed-facility-report?fid=110001085646,low,4,2014-10-19,2024-03-14,CAAPSD|CAATVP|CAANSPS|CAASIP,Operating,2,2022-01-01,2022-01-01,2025-03-10,2030-03-31,,IIU|NPD,EFF,PAPIU001X|PA0276936,2014-10-19,4,2025,2025-08-11,lawsuit_filed|other|project_announced|public_hearing_held,2025(year): other=filed by Breaker Street Associates LLC; 2025(year): lawsuit_filed=in_progress by unknown appellant; 2025-05(month): project_announced=n_a by Breaker Street Associates LLC; 2025-08-11(day): public_hearing_held=n_a by Pennsylvania Senate Majority Policy Committee,600.0,600.0,600.0,2025-01-01,other,,,,,,2025-08-11,222,False,False,pending,True
Bitfarm Scrubgrass,2151 Lisbon Road,Kennerdell,PA,16374,Venango,41.26942,-79.81057,Operating,,,,63,Large (51-99 MW),,,,,,,,,,,Unknown,,,,110005981296,SCRUBGRASS GENERATING PLANT,2151 LISBON RD,KENNERDELL,PA,221112,4911,Y,Y,Y,Y,Y,Major Emissions,Non-M,VSQG,Y,Y,0.1164401471439969,1.35,0.444,1.0,true,true,221112,4911,http://echo.epa.gov/detailed-facility-report?fid=110005981296,high,6,2014-10-19,2024-03-14,CAANESH|CAATVP|CAAPSD|CAANSPS|CAAMACT|CAASIP,Operating|Permanently Closed,5,1992-12-30,2001-06-27,2022-08-17,2023-10-31,,NPD,EFF|ADC|EXP,PA0103713,1992-12-30,3,2025,2025,fully_operational|other|project_announced,2025(year): fully_operational=n_a by Bitfarms; 2025(year): project_announced=planned by Bitfarms; 2025(year): other=in_progress by Bitfarms,63.0,63.0,63.0,2025-01-01,fully_operational,,,,,,2025-01-01,0,False,False,pending,True
Upper Burrell Data Center/TECfusions Keystone Connect,100 Technical Ln,New Kensington (Upper Burrell),PA,15068,Westmoreland,40.5489,-79.6466,Expanding,,TECfusions,TensorWave,"12-3,000","Mega campus (>1,000 MW)",Natural gas,Yes,,,,,,1395,,,Yes,,,,110056956110,ARCONIC TECH LLC - ARCONIC TECH CENTER,100 TECHNICAL DR,NEW KENSINGTON,PA,541380 331315 541710 327125 541712 541715,8731 8734 3353 3728 7391,Y,Y,Y,N,N,Minor Emissions,Non-M,"LQG, VSQG",Y,,0.20020984929406208,1.0,0.329,1.0,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110056956110,low,3,2003-02-10,2003-02-10,CAANSPS|CAAMACT|CAASIP,Operating,6,1974-07-25,2000-11-27,2025-03-31,2029-08-31,,GPC|NPD,EFF|ADC|EXP,PAC650010|PA0000469,1974-07-25,4,2024-12-02,2026-01-14,land_purchased|other|project_announced,2024-12-02(day): land_purchased=approved by TECfusions; 2025-01(month): other=approved by Pennsylvania Redevelopment Assistance Capital Program (RACP); 2025-01-14(day): project_announced=n_a by TECfusions; 2026-01-14(day): other=n_a by TensorWave,12.0,3000.0,1506.0,2024-12-02,land_purchased,2024-12-02,land_purchased,developer,0,0.0,2026-01-14,408,True,False,approved,False
Cielo Digital Infrastructure,000 Ford Rd,Gaffney,SC,29340,Cherokee,35.07913,-81.5961,Proposed,,,,300,Hyperscale (100-999 MW),,,,,,,"1,600,000",,$2.1 billion,,Unknown,,,,110017413119,BROAD RIVER ENERGY CENTER,1124 VICTORY TRAIL ROAD,GAFFNEY,SC,221112 221119 221111,4911,Y,Y,Y,N,Y,Major Emissions,Non-M,VSQG,Y,Y,1.161504263938784,0.65,0.151,0.3,true,true,221112,4911,http://echo.epa.gov/detailed-facility-report?fid=110017413119,low,7,2024-01-01,2024-01-01,CAASIP|CAAGACTM|CAANSPS|CAAPSD|CAATVP|CAAAR|CAAFENF,Operating,2,2016-10-01,2016-10-01,2022-10-14,2027-06-30,2024-07-09,GPC,TRM|EXP,SCR003632,2016-10-01,2,2025-06-24,2028,partial_operational|project_announced,2025-06-24(day): project_announced=planned by Cielo Digital Infrastructure; 2028(year): partial_operational=planned by Cielo Digital Infrastructure,300.0,300.0,300.0,2025-06-24,project_announced,,,,,,2028-01-01,921,False,False,pending,True
Gemini Data Center SD LLC,"south of E Rice St, east of Veteran's Parkway",Sioux Falls,SD,57110,Minnehaha,43.59399,-96.64092,Proposed,,,,500,Hyperscale (100-999 MW),,,,,,,,160,,,Unknown,,,,110025317173,XCEL ENERGY ANGUS ANSON GENERATING PLANT,7100 E RICE ST,SIOUX FALLS,SD,221112 221122 221119 221111 22111,4911,Y,Y,Y,N,Y,Major Emissions,Non-M,"Other, VSQG",Y,Y,0.24808891278808026,0.72,0.204,0.37,true,true,221112,4911,http://echo.epa.gov/detailed-facility-report?fid=110025317173,medium,5,2014-10-19,2014-10-19,CAAPSD|CAAAR|CAASIP|CAATVP|CAANSPS,Operating|Planned Facility,3,1993-07-01,1993-07-01,2010-12-01,2015-11-30,,NPD,EXP|ADC,SD0000264,1993-07-01,8,2024,2028,construction_started|fully_operational|land_purchased|other|project_announced|rezoning_applied|rezoning_council_decision,2024(year): land_purchased=n_a by Gemini Data Center SD LLC; 2025-08-06(day): other=approved by Sioux Falls City Council; 2025-08-07(day): project_announced=n_a by Gemini Data Center SD LLC; 2025-10-07(day): other=approved by Sioux Falls City Council; 2026(year): construction_started=planned by Gemini Data Center SD LLC; 2026-01(month): rezoning_applied=filed by Gemini Data Center SD LLC; 2026-01(month): rezoning_council_decision=approved by City of Sioux Falls; 2028(year): fully_operational=planned by Gemini Data Center SD LLC,500.0,500.0,500.0,2024-01-01,land_purchased,2025-08-06,other,local,583,19.2,2028-01-01,1461,True,False,approved,False
xAI Colossus 2,5420 Tulane Rd,Memphis,TN,38109,Shelby,34.998074,-90.03507,Expanding,,xAI,,1400,Hyperscale (100-999 MW),,,,,,,"1,000,000",,,,Yes,"Community advocacy surrounding the xAI project at 5420 Tulane Rd is led by a coalition of environmental justice and civil rights groups. These organizations are primarily concerned with the impact of massive energy and water demands on South Memphis, a region they describe as already overburdened by decades of industrial pollution.",Organized Advocacy,,110039204303,TVA SOUTHAVEN COMBINED CYCLE PLANT,2882 STATELINE RD,SOUTHAVEN,MS,221112,4911,Y,Y,Y,N,Y,Major Emissions,Non-M,VSQG,Y,Y,0.4030891718580499,0.83,0.25,0.48,true,true,221112,4911,http://echo.epa.gov/detailed-facility-report?fid=110039204303,medium,5,2016-07-18,2016-07-18,CAAPSD|CAAAR|CAASIP|CAATVP|CAANSPS,Operating,5,2005-12-08,2005-12-08,2024-05-06,2029-04-30,,GPC|IIU,EFF|EXP|ADC,MSP091679|MSR002356,2005-12-08,9,2025,2026-04-14,building_permit_applied|fully_operational|land_purchased|lawsuit_filed|other|partial_operational|project_announced,2025(year): other=n_a by xAI; 2025(year): other=n_a by xAI; 2025(year): partial_operational=n_a by xAI; 2025-03-10(day): land_purchased=n_a by xAI (via CTC Properties); 2025-03-10(day): project_announced=n_a by xAI / Memphis Chamber of Commerce; 2026-01(month): fully_operational=n_a by xAI; 2026-02(month): other=n_a by SELC / NAACP; 2026-03-04(day): building_permit_applied=filed by xAI; 2026-04-14(day): lawsuit_filed=filed by SELC / Earthjustice / NAACP,1400.0,1400.0,1400.0,2025-01-01,other,,,,,,2026-04-14,468,False,False,pending,True
QTS-Irving,6431 Longhorn Dr,Irving,TX,75063,Dallas,32.89704,-96.9832,Operating,,,,147,Hyperscale (100-999 MW),,,,,,,,,,,Unknown,,,,110000456541,FAB  8,6431 LONGHORN DR.,IRVING,TX,334413 541519,3674 1542,Y,Y,Y,N,N,Major Emissions,Non-M,Other,Y,Y,0.1291001532405633,1.25,0.133,1.0,true,false,541519,,http://echo.epa.gov/detailed-facility-report?fid=110000456541,medium,2,2014-10-19,2026-03-19,CAATVP|CAASIP,Operating,1,2021-04-13,2021-04-13,2021-04-13,2023-03-04,2024-05-30,GPC,TRM,TXR1593FB,2014-10-19,1,2026-04-10,2026-04-10,fully_operational,2026-04-10(day): fully_operational=n_a by QTS,147.0,147.0,147.0,2026-04-10,fully_operational,,,,,,2026-04-10,0,False,False,pending,True
TX11: Vantage Data Center,14720 Omicron Drive,San Antonio,TX,78245,Bexar,29.4181,-98.7897,Proposed,,,,32,Medium (11-50 MW),,,,,,,"242,667",58,$96 million,2026,Unknown,,,,110071655854,VANTAGE TX11,14720 OMICRON DR,SAN ANTONIO,TX,518210,1541 1623,Y,Y,N,N,N,Major Emissions,Non-M,,Y,Y,0.13802787190027244,1.35,0.583,1.0,true,true,518210,1623,http://echo.epa.gov/detailed-facility-report?fid=110071655854,high,1,2026-03-19,2026-03-19,CAATVP,Operating,2,2023-11-28,2023-11-28,2023-12-05,2028-03-04,,GPC,EFF,TXR1535PD|TXR1511PF,2023-11-28,5,2023-07,2026-01,construction_started|fully_operational|land_purchased|other,2023-07(month): land_purchased=n_a by Vantage Data Centers; 2023-08-09(day): land_purchased=n_a by Vantage Data Centers; 2023-12-15(day): construction_started=n_a by Vantage Data Centers; 2023-12-19(day): other=filed by Texas Department of Licensing and Regulation; 2026-01(month): fully_operational=planned by Vantage Data Centers,32.0,32.0,32.0,2023-07-01,land_purchased,,,,,,2026-01-01,915,False,False,pending,True
TX12: Vantage Data Center,17420 Omicron Drive,San Antonio,TX,78245,Medina,29.42026,-98.8087,Proposed,,,,96,Large (51-99 MW),,,,,,,"432,800",,,2027,Unknown,,,,110071655854,VANTAGE TX11,14720 OMICRON DR,SAN ANTONIO,TX,518210,1541 1623,Y,Y,N,N,N,Major Emissions,Non-M,,Y,Y,1.0542372287915442,1.273,0.583,0.923,true,true,518210,1623,http://echo.epa.gov/detailed-facility-report?fid=110071655854,low,1,2026-03-19,2026-03-19,CAATVP,Operating,2,2023-11-28,2023-11-28,2023-12-05,2028-03-04,,GPC,EFF,TXR1511PF|TXR1535PD,2023-11-28,5,2023-07,2027-08,construction_started|fully_operational|land_purchased|other|project_announced,2023-07(month): land_purchased=n_a by Vantage Data Centers; 2025-09-23(day): other=filed by Vantage Data Centers; 2025-09-23(day): project_announced=n_a by Vantage Data Centers; 2025-10(month): construction_started=planned by Vantage Data Centers; 2027-08(month): fully_operational=planned by Vantage Data Centers,96.0,96.0,96.0,2023-07-01,land_purchased,,,,,,2027-08-01,1492,False,False,pending,True
Crusoe/ Blue Energy Data Center,Port of Victoria,Victoria,TX,77905,Victoria,28.689142,-96.96172,Proposed,,Crusoe,,1500,"Mega campus (>1,000 MW)",Nuclear,,,,,,,1600,,2028,Unknown,,,,110070357745,VICTORIA PORT II POWER LLC,2050 OLD BLOOMINGTON RD N,VICTORIA,TX,221112 221122,4911,Y,Y,N,N,Y,Major Emissions,Non-M,,Y,Y,1.1483315482876844,0.7,0.35,0.333,true,true,221112,4911,http://echo.epa.gov/detailed-facility-report?fid=110070357745,low,3,2024-09-01,2026-03-19,CAAMACT|CAANSPS|CAATVP,Operating,2,2019-07-31,2019-07-31,2025-09-15,2030-09-15,,NPD,ADC|EFF,TX0138801,2019-07-31,5,2025-10-30,2031,fully_operational|land_purchased|partial_operational|power_purchase_agreement_signed|project_announced,2025-10-30(day): project_announced=n_a by Crusoe / Blue Energy; 2025-10-30(day): land_purchased=n_a by Blue Energy; 2025-10-30(day): power_purchase_agreement_signed=n_a by Crusoe / Blue Energy; 2028(year): partial_operational=planned by Blue Energy; 2031(year): fully_operational=planned by Blue Energy,1500.0,1500.0,1500.0,2025-10-30,project_announced,,,,,,2031-01-01,1889,False,False,pending,True
BluSky AI,near Intermountain Power Plant,Delta,UT,84624,Millard,39.50757,-112.601,Proposed,,,,50,Medium (11-50 MW),,,,,,,,25,,,Unknown,,,,110000470053,INTERMOUNTAIN POWER STATION,850 BRUSH WELLMAN ROAD,DELTA,UT,221112,4911,Y,Y,Y,N,Y,Major Emissions,Non-M,SQG,Y,Y,1.1781104533792808,0.648,0.167,0.298,true,true,221112,4911,http://echo.epa.gov/detailed-facility-report?fid=110000470053,low,5,2014-10-19,2014-10-19,CAASIP|CAANSPS|CAAPSD|CAATVP|CAAAR,Operating,1,2021-10-04,2021-10-04,2021-10-04,2022-10-03,2022-07-18,GPC,TRM,UTRC03628,2014-10-19,3,2025-07-30,2026,construction_started|land_purchased|project_announced,2025-07-30(day): project_announced=n_a by BluSky AI; 2025-Q4(year): land_purchased=planned by BluSky AI; 2026(year): construction_started=planned by BluSky AI,50.0,50.0,50.0,2025-01-01,land_purchased,,,,,,2026-01-01,365,False,False,pending,True
Project LufKin: Amp Z Data Center,Near's Peoples St,Lufkin,TX,75901,Angelina,31.3579,-94.677475,Proposed,,,,175-1100,"Mega campus (>1,000 MW)",,,,,,,,1041,,2026,Unknown,,,,110006125870,LUFKIN PAPER MILL,203 HIGHWAY 103 EAST,LUFKIN,TX,32212 423930 322122 322121 518210,2621,Y,Y,Y,N,N,Major Emissions,Major,VSQG,Y,Y,0.2738402389825394,0.871,0.621,0.105,true,false,518210,,http://echo.epa.gov/detailed-facility-report?fid=110006125870,high,4,2014-10-19,2026-03-19,CAANSPS|CAATVP|CAASIP|CAAMACT,Operating,4,1973-07-03,1997-07-09,2021-09-28,2026-09-28,,NPD,ADC|EFF|EXP,TX0001643,1973-07-03,6,2026,2029,land_purchased|other|project_announced,2026(year): other=planned by Amp Z Champion Data Center Holdings LLC; 2026-02-05(day): project_announced=n_a by Amp Z Champion Data Center Holdings LLC; 2026-02-05(day): land_purchased=in_progress by Amp Z Champion Data Center Holdings LLC; 2026-02-05(day): other=in_progress by Oncor Electric Delivery; 2028(year): other=planned by Amp Z Champion Data Center Holdings LLC; 2029(year): other=planned by Amp Z Champion Data Center Holdings LLC,175.0,1100.0,637.5,2026-01-01,other,,,,,,2029-01-01,1096,False,False,pending,True
Dickerson Data Centers,21200 Martinsburg Rd,Dickerson,MD,20842,Montgomery,39.209373,-77.46454,Proposed,,,,300,"Mega campus (>1,000 MW)",Grid (unspecified mix),,1.2 GW diesel,5,,,,110,,,Yes,,,,110000339303,"DICKERSON POWER, LLC",21200 MARTINSBURG ROAD,DICKERSON,MD,221112 486210 221122 212319 23621 23493,4911 1429 3273 4922,Y,Y,Y,Y,N,"Major Emissions, Minor Emissions, No Classification In ICIS","Major, Non-M",Other,Y,Y,0.05393581302431724,1.35,0.649,1.0,true,true,221112,4911,http://echo.epa.gov/detailed-facility-report?fid=110000339303,high,13,2014-10-19,2022-09-14,CAATVP|CAAMACT|CAASIP|CAANSR|CAAPSD|CAANSPS,Operating|Permanently Closed,7,1976-04-30,1996-08-01,2020-09-24,2025-12-31,2023-02-27,NPD|GPC,TRM|ADC|EXP,MD0069957|MDG675089|MDR003418|MD0002640,1976-04-30,6,2025-12-12,2026-03-09,other|project_announced|public_hearing_held|site_plan_applied,2025-12-12(day): site_plan_applied=filed by Atmosphere Data Centers; 2025-12-16(day): project_announced=n_a by Terra Innovations / Atmosphere Data Centers; 2025-12-16(day): other=n_a by Terra Innovations; 2026-02-24(day): public_hearing_held=n_a by Montgomery County Council; 2026-02-24(day): other=in_progress by Montgomery County Council; 2026-03-09(day): other=planned by Montgomery County Council,300.0,300.0,300.0,2025-12-12,site_plan_applied,,,,,,2026-03-09,87,False,False,pending,True
Morgantown Data Center,12620 Crain Highway ,Newburg,MD,20664,Charles,38.3596,-76.9757,Proposed,"data centers, high-performance computing (HPC), and bitcoin mining","TeraWulf, Inc. ",,210-500,Hyperscale (100-999 MW),,,,,,,,250,,,Yes,,,,110064627587,"MORGANTOWN POWER, LLC",12620 CRAIN HWY,NEWBURG,MD,221112,4911,Y,Y,N,N,N,Major Emissions,Major,,Y,Y,0.04428133139567193,1.35,0.769,1.0,true,true,221112,4911,http://echo.epa.gov/detailed-facility-report?fid=110064627587,high,2,2023-05-01,2023-05-01,CAASIP|CAATVP,Operating,5,1976-04-26,2000-12-31,2025-10-01,2030-10-31,,NPD,EXP|EFF|ADC,MD0002674,1976-04-26,4,2026-02-02,2026-02-02,land_purchased|other|project_announced,"2026-02-02(day): project_announced=n_a by TeraWulf, Inc.; 2026-02-02(day): land_purchased=in_progress by TeraWulf, Inc.; 2026-02-02(day): other=in_progress by Federal Energy Regulatory Commission (FERC); 2026-02-02(day): other=in_progress by Charles County Planning Commission",210.0,500.0,355.0,2026-02-02,project_announced,,,,,,2026-02-02,0,False,False,pending,True
Bitfarms,201 Clark St,Sharon,PA,16146,Mercer,41.24472,-80.50655,Operating,,,,30,Medium (11-50 MW),,,,,,,,,,,Unknown,,,,110000331150,WHEATLAND TUBE CO/CLARK ST PLT,200 CLARK STREET,SHARON,PA,331210 332996 33121,3317 3498,Y,Y,Y,N,N,Minor Emissions,Non-M,SQG,Y,,0.037107972883651724,0.889,0.229,0.889,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110000331150,low,2,2014-10-19,2014-10-19,CAASIP|CAATVP,Permanently Closed,3,1996-09-01,1996-09-01,2007-08-24,2012-08-23,2012-03-13,NPD,EFF|EXP|TRM,PA0006378,1996-09-01,3,2025-11-19,2026,fully_operational|other|project_announced,2025-11-19(day): project_announced=planned by Bitfarms; 2025-11-19(day): fully_operational=n_a by Bitfarms; 2026(year): other=planned by Bitfarms,30.0,30.0,30.0,2025-11-19,project_announced,,,,,,2026-01-01,43,False,False,pending,True
